Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2019-04-02T14:30:00Z,"TSLA",2019-04-02T15:00:00Z,Sell,19.0693314264,19.0973314236,38639,-1081.89,386.39,-1622.84,1725.88,3348.71,0,"	223,224" 
2019-04-02T15:00:00Z,"NVDA",2019-04-02T15:30:00Z,Buy,4.5734659572,4.5493937776,160855,-3872.13,1608.55,-7305.15,239.51,7544.67,0,"	225,226" 
2019-04-03T14:00:00Z,"TSLA",2019-04-03T16:00:00Z,Buy,19.4919980508,19.5359980464,26626,1171.54,266.26,-426.02,6425.74,5786.72,1,"	227,230" 
2019-04-03T14:00:00Z,"AMD",2019-04-03T17:00:00Z,Buy,28.91,29.07,13261,2121.76,132.61,0,13658.83,11537.07,1,"	228,231" 
2019-04-03T14:00:00Z,"NVDA",2019-04-03T18:00:00Z,Buy,4.6697546756,4.6727326772,156686,466.61,1566.86,-544.38,10732.06,10265.45,1,"	229,232" 
2019-04-05T16:30:00Z,"TSLA",2019-04-05T19:59:00Z,Buy,18.3506648316,18.329998167,19814,-409.49,198.14,-1915.35,752.93,2153.12,0,"	233,236" 
2019-04-05T18:00:00Z,"NVDA",2019-04-05T18:30:00Z,Buy,4.7496643852,4.7451973828,154308,-689.29,1543.08,-919.06,382.94,1302,0,"	234,235" 
2019-04-09T14:30:00Z,"AMD",2019-04-09T19:59:00Z,Sell,27.81,27.23,15740,9129.2,157.4,0,9286.6,4249.8,1,"	237,240" 
2019-04-09T15:00:00Z,"NVDA",2019-04-09T16:30:00Z,Sell,4.6734771776,4.687870852,157463,-2266.47,1574.63,-2930.78,859.7,3790.48,0,"	238,239" 
2019-04-10T14:00:00Z,"NVDA",2019-04-10T17:30:00Z,Buy,4.7538832208,4.7578538896,154559,613.7,1545.59,-230.14,5753.46,5676.75,1,"	241,242" 
2019-04-11T14:00:00Z,"NVDA",2019-04-11T15:00:00Z,Sell,4.7178990348,4.7566130556,155540,-6021.58,1555.4,-6060.18,926.4,6986.58,0,"	243,244" 
